time,T,RH,P,date,ndays,pop,dpopdt,beta_eff,cases,year,month,nino,nina
1988.3169398907105,30.524999618530273,73.01881479120419,3.624576568603515,1988-04-26,30,52774456.002092846,2530.7438775375485,1.2337874950651575,NA,1988,4,0,-0.5299999999999999
1988.3196721311476,30.72499942779541,72.83279543838816,13.029352188110352,1988-04-27,30,52776986.86733537,2530.865242525935,1.227986795031187,NA,1988,4,0,-0.5299999999999999
1988.3224043715848,28.88749885559082,77.00230533654738,9.538132667541504,1988-04-28,30,52779517.853948735,2530.9866133630276,0.7616522792464507,NA,1988,4,0,-0.5299999999999999
1988.325136612022,28.342855181012833,80.11688340252844,5.586047649383545,1988-04-29,30,52782048.96193872,2531.1079899817705,1.0489876682808756,NA,1988,4,0,-0.5299999999999999
1988.327868852459,29.574999809265137,75.9521080669451,0.8148824572563171,1988-04-30,30,52784580.19131118,2531.2293724641204,1.2449876630051606,NA,1988,4,0,-0.5299999999999999
1988.330601092896,28.037498474121097,81.11944064168283,4.041388988494873,1988-05-01,31,52787111.5420719,2531.35076072067,0.9456873816522733,122,1988,5,0,-1.143333333333333
1988.3333333333333,26.824999809265137,90.79542994241304,3.554497241973877,1988-05-02,31,52789643.014226735,2531.4721548333764,0.823251370260983,NA,1988,5,0,-1.143333333333333
1988.3360655737704,26.05714307512556,93.78233350813856,12.977394104003906,1988-05-03,31,52792174.60778149,2531.5935547575355,0.685836885663528,NA,1988,5,0,-1.143333333333333
1988.3387978142075,26.9375,88.94556824027758,8.785489082336426,1988-05-04,31,52794706.32274199,2531.714960500598,0.8372206676294596,NA,1988,5,0,-1.143333333333333
1988.3415300546449,27.387499809265137,86.89541993558288,16.303394317626953,1988-05-05,31,52797238.159114055,2531.836372062564,0.9084236503891957,NA,1988,5,0,-1.143333333333333
1988.344262295082,28.325000762939453,80.64131638153462,16.055614471435547,1988-05-06,31,52799770.116903506,2531.957789450884,0.9077062930137061,NA,1988,5,0,-1.143333333333333
1988.3469945355191,27.600000381469727,87.37282461617369,5.162680625915527,1988-05-07,31,52802302.19611617,2532.079212665558,0.9458841687114051,NA,1988,5,0,-1.143333333333333
1988.349726775956,28.024999618530273,84.05399003492062,4.991654872894287,1988-05-08,31,52804834.39675788,2532.200641706586,0.9741229644207168,NA,1988,5,0,-1.143333333333333
1988.3524590163936,28.487500190734863,82.72705079749068,13.913593292236328,1988-05-09,31,52807366.71883444,2532.3220765590668,1.1034956228074042,NA,1988,5,0,-1.143333333333333
1988.3551912568305,28.96250057220459,81.69090023253385,8.695441246032715,1988-05-10,31,52809899.162351675,2532.4435172379017,1.283515491979557,NA,1988,5,0,-1.143333333333333
1988.357923497268,28.012500762939453,86.42345252995791,12.241823196411133,1988-05-11,31,52812431.72731543,2532.564963757992,1.062415347452447,NA,1988,5,0,-1.143333333333333
1988.360655737705,28.957142421177455,78.62209537679942,5.90211296081543,1988-05-12,31,52814964.41373151,2532.6864160746336,1.176128474873584,NA,1988,5,0,-1.143333333333333
1988.363387978142,29.100001335144043,78.83993777758182,7.708946228027344,1988-05-13,31,52817497.22160575,2532.807874239981,1.076712723667075,NA,1988,5,0,-1.143333333333333
1988.3661202185792,29.700000762939453,77.02593868383076,14.750332832336426,1988-05-14,31,52820030.15094395,2532.9293382018805,1.0593857465172567,NA,1988,5,0,-1.143333333333333
